matricule,first_name,last_name,date_naiss,gender,ministry,grade,diff_recens,diff_conges,diff_travail,actif
610521-Y,Lamond,Battrick,2/23/1987,Male,MINSEC,D,4969372,403986,1409373631,1
227089-V,Modestine,Castagnier,8/24/1985,Female,MINCOM,A,5503936,1819055,535769383,1
320327-N,Meredeth,Barnard,5/9/1981,Male,MINSEC,C,4522249,257975,607699025,1
004857-G,Bathsheba,Yerrell,6/1/1979,Female,MINFI,D,10151436,1486876,300837039,1
110051-B,Nevins,Winn,1/20/1976,Male,MINSUP,D,1584661,514331,885688741,1
640334-G,Catie,Berntsson,10/27/1987,Polygender,MINFI,A,4023140,760260,580623366,1
078565-O,Aldridge,Happel,11/22/1993,Male,MINREX,A,9535829,2442315,98735267,1
682466-T,Valdemar,MacKnockiter,1/25/1971,Male,MINSEC,B,8632858,1293801,629795612,1
701643-Z,Roarke,Roark,7/21/1989,Male,MINREX,D,10217447,346205,928113900,1
172590-J,Ferrel,Boner,5/8/1982,Male,MINREX,B,11659196,788978,1808511361,1
905993-W,Woodie,Jordanson,4/15/1973,Male,MINCOM,A,8050266,248460,71406377,1
017209-F,Shurwood,Domaschke,6/14/1992,Male,MINEDUB,C,4154469,1739003,695429203,1
721130-J,Deloria,Zanettini,7/15/1971,Female,MINSUP,A,5605226,2085152,735408033,1
072261-A,Brade,Bramo,9/19/2001,Male,MINSEC,D,6914841,78640,1305753952,1
484161-M,Amble,Manion,4/4/2001,Male,MINFI,B,4140766,407368,771450393,1
345833-B,Riane,Cudworth,9/8/1990,Female,MINEDUB,A,11902387,652639,537028785,1
838862-W,Donaugh,Heinle,11/5/2002,Male,MINREX,A,4235229,2133238,993532033,1
748455-A,Rickert,Hirche,11/18/1998,Male,MINSEC,D,3144388,360752,752806686,1
465431-M,Freddie,Dunseith,3/17/1990,Male,MINCOM,B,13780975,741547,1137517565,1
932815-D,Sharron,Daouse,1/11/1983,Female,MINEDUB,C,4213731,1464593,722264043,1
792942-O,Theodosia,Fosten,6/18/1977,Female,MINREX,C,5871936,2329883,292670289,1
637902-G,Mortimer,Treadway,3/17/1983,Bigender,MINEDUB,B,6813467,1399153,1676702878,1
703289-V,Morse,Ewan,9/3/1998,Male,MINCOM,A,7297769,938968,1527070487,1
768912-A,Stacy,Fraschetti,3/1/1981,Male,MINSEC,D,15157021,1741449,1326447086,1
856535-O,Marcy,Finker,6/19/1972,Female,MINEDUB,B,6133746,1239176,1687685584,1
651521-D,Dael,Luscott,4/23/1983,Female,MINSUP,B,6656250,2521233,1647593580,1
987870-E,Atalanta,Cutbirth,7/15/1991,Female,MINFI,A,4392881,1820460,440106922,1
199446-W,Loraine,Dzeniskevich,11/16/1999,Female,MINEDUB,A,10256946,2156295,1819811683,1
703981-G,Bennett,Macellar,10/15/1995,Male,MINEDUB,C,12842892,643835,384501918,1
919742-L,Marcille,McVicker,3/14/1982,Female,MINCOM,C,14884467,1179121,1064563798,1
483852-P,Daven,Phant,7/24/1991,Male,MINSUP,D,14845846,1575249,1797661955,1
688380-Q,Anatola,Kosel,1/19/1970,Female,MINREX,D,5729927,1462080,1314181469,1
320811-H,Dian,Snozzwell,11/5/1977,Female,MINCOM,B,10225700,373097,318094403,1
512625-Q,Eb,Donnersberg,10/5/1983,Male,MINREX,A,3684076,273377,938407131,1
213721-P,April,Sponton,10/8/1987,Female,MINFI,B,1279310,725083,1119778327,1
266743-Y,Cathee,Konneke,12/24/1995,Female,MINCOM,C,3450597,2010403,1179902160,1
452109-X,Petunia,Jahnel,8/10/1977,Female,MINSUP,B,8971257,2496816,1220733266,1
855439-H,Sanderson,Delaney,9/11/1995,Male,MINCOM,D,4889315,2401110,1288476688,1
731273-X,Gabriele,Carlaw,1/10/1981,Male,MINFI,D,7698344,409161,295038811,1
014868-M,Neddie,Swatten,12/31/1993,Male,MINFI,C,4924961,1070446,482702771,1
433553-X,Padget,Stebbings,5/22/1976,Male,MINFI,C,13080614,1282957,184444095,1
954101-B,Dasie,Bode,4/3/1995,Female,MINSEC,B,4546457,1014531,1861042058,1
548303-X,Melva,Hooke,5/25/1987,Female,MINREX,D,2257079,2178684,1399572655,1
353496-X,Evelin,Calcott,9/29/1994,Male,MINSEC,B,1385559,2340762,1038979528,1
872230-P,Sancho,Prewett,9/29/1985,Male,MINEDUB,C,5405584,369065,1103377686,1
088488-Y,Dulce,Angear,3/14/2002,Polygender,MINREX,C,3326107,1814334,1763342376,1
058738-G,Bertie,Lujan,4/17/1997,Female,MINFI,C,193758,2537287,1609583308,1
073162-U,Franciskus,Kerrich,6/2/2000,Male,MINSUP,D,7626173,402948,517593730,1
782662-J,Tommy,Littlejohn,4/6/1980,Non-binary,MINFI,C,8983373,776961,1766348483,1
111483-Z,Robers,O' Bee,6/13/1993,Male,MINREX,A,6539907,1433287,1476463459,1
061353-J,Meggy,Cominotti,2/12/1972,Female,MINSEC,B,6447000,1780792,1780613837,1
595751-A,Lindie,Haglinton,12/11/1996,Female,MINCOM,C,12588866,1828932,342436614,1
817122-S,Anstice,Stiddard,5/16/1975,Polygender,MINCOM,B,12542452,174463,257343617,1
430011-A,Vachel,Josefsson,2/24/1991,Male,MINEDUB,D,10077845,611762,1886261268,1
260840-J,Dru,Willavize,1/19/1996,Male,MINREX,D,9306296,1760851,1607631063,1
689356-X,Pavel,Overlow,11/26/1981,Genderfluid,MINFI,A,7560784,1411698,340266467,1
468710-Q,Rodolphe,O'Giany,7/15/1984,Genderfluid,MINFI,C,9504049,2145602,311298347,1
223558-X,Mattias,Gegay,11/14/1976,Male,MINSUP,A,14321590,1431561,318459978,1
862585-U,Nikolaus,Cuesta,6/9/1976,Male,MINREX,B,8127503,1421721,356392146,1
109607-M,Domingo,Simonin,3/27/1992,Male,MINSUP,A,15224727,768397,875048442,1
275850-A,Wade,Martusov,10/21/1971,Male,MINSUP,C,2936338,1728679,1737468297,1
531819-W,Art,Helm,12/20/1982,Male,MINSUP,A,13183549,759869,1323179913,1
518054-L,Esteban,Stinchcombe,4/25/1996,Male,MINEDUB,A,15253177,973922,1229695100,1
078282-G,Meggie,Ofield,11/4/1984,Female,MINEDUB,A,14093387,901248,142711084,1
479115-E,Dianne,Burtwhistle,11/24/1976,Female,MINEDUB,A,14456757,2554106,1085829571,1
997793-G,Les,Cracknell,4/24/1996,Male,MINCOM,D,9216274,949323,1008724616,1
983808-B,Rice,Kertess,6/3/1987,Male,MINSEC,C,783542,927271,1107232528,1
207818-S,Jodi,Oda,6/24/1978,Male,MINFI,A,10003193,1807186,753420604,1
356065-D,Tim,Cordie,7/30/1973,Male,MINREX,A,8812265,398620,274383678,1
635636-P,Timoteo,Goude,3/31/1990,Male,MINFI,B,13115699,238687,616549111,1
521030-F,Garek,Millott,7/27/1992,Male,MINEDUB,B,1493825,1376918,1349609760,1
773141-C,Kelley,Tolliday,10/31/1981,Female,MINSEC,C,12600585,2241885,1113415997,1
984863-J,Peggy,Stubbings,5/3/1998,Bigender,MINEDUB,B,9826429,2178758,1099470091,1
527614-M,Franzen,Janjusevic,7/22/1984,Male,MINEDUB,B,8912077,2410174,1256207451,1
974681-F,Gayelord,Herrieven,11/17/1974,Male,MINCOM,A,4528820,196450,1692362297,1
183121-D,Lynnet,Ashpital,3/24/1999,Female,MINFI,D,15780833,1450193,1712285977,1
058711-J,Damara,Penhallurick,10/25/1973,Female,MINEDUB,D,3892581,207374,1510318994,1
281919-X,Zackariah,Skirrow,9/8/2002,Male,MINEDUB,C,2640455,256366,1271865584,1
907859-O,Cathi,Varnham,7/29/1973,Female,MINREX,C,5332914,1744575,621153696,1
151538-C,Benoit,Cornfoot,6/1/2001,Genderfluid,MINEDUB,A,4836710,2331072,254775123,1
566682-B,Maye,MacAdam,4/21/1998,Female,MINEDUB,A,1647715,1963076,959857078,1
369519-H,Dwayne,Burvill,2/25/1974,Male,MINSUP,C,10511733,409149,1137539088,1
016460-K,Mirna,Spalls,7/19/1977,Female,MINREX,D,13810891,2080376,1378310202,1
628911-S,Valida,Gudyer,7/3/1993,Female,MINFI,D,1115540,1772743,1872493377,1
325729-Z,Fabien,Lambourne,5/30/1975,Male,MINSUP,D,14349795,1034249,533266748,1
986650-Z,Kissie,McGenis,4/24/1981,Female,MINEDUB,C,3744875,1374805,955573687,1
233899-M,Roana,Licciardi,4/10/2000,Female,MINREX,B,8463889,2229247,191987475,1
218358-H,Brittany,Tynemouth,8/8/1992,Female,MINCOM,B,8465409,608484,1193716012,1
494322-X,Upton,Rolance,5/17/1993,Male,MINSUP,A,7773355,91986,1061206113,1
616514-B,Lucien,Camplejohn,1/28/2000,Male,MINSEC,C,7396210,773679,1701431240,1
022072-A,Ami,Civitillo,4/7/1983,Female,MINFI,D,11762868,2522217,755636374,1
681100-G,Barr,Grebner,3/6/1981,Agender,MINSEC,D,10504376,1278524,467901739,1
540107-U,Luce,Rentilll,1/18/1988,Male,MINEDUB,A,10818580,605171,724845087,1
319567-L,Marilin,Sherlaw,8/10/1981,Genderqueer,MINEDUB,B,14736527,2281630,920504602,1
909253-D,Angelique,Hinners,3/2/1998,Female,MINFI,C,4710010,1664602,1558879580,1
373573-J,Cherice,Filipic,4/17/1971,Female,MINFI,A,2651569,1907153,810275653,1
403390-R,Verney,Baradel,5/18/1992,Male,MINEDUB,D,3631273,2143741,1866368327,1
045936-D,Matthus,Scotchbrook,1/1/1979,Male,MINREX,C,6765420,1558158,1370837899,1
609687-K,Dame,Eastcourt,8/7/1991,Male,MINREX,D,3305153,1226400,361271092,1
713308-D,Roosevelt,Silby,8/27/1976,Male,MINSUP,C,5398250,1637213,391412380,1
763782-G,Ronna,Stoodley,10/11/1980,Female,MINSUP,C,10931407,612092,1407116526,1
135634-A,Cordey,Cundey,12/29/1974,Female,MINREX,B,9189595,1686706,513635987,1
738770-H,Darda,Eva,5/30/1979,Genderfluid,MINSUP,D,1479039,662604,524940203,1
751842-S,Ebeneser,Pionter,3/18/1987,Male,MINSEC,A,2068975,2479971,60595167,1
375049-Z,Lyndell,Boldt,10/29/1986,Female,MINCOM,B,4120890,1640748,1418801554,1
317908-B,Sarina,Cordero,8/28/1985,Female,MINSEC,C,10069757,244056,623088586,1
946744-A,Ches,Rettie,1/29/1985,Male,MINSUP,C,13476058,1391794,638858788,1
616223-Z,Zia,Gillbe,1/20/1978,Female,MINREX,C,12860784,1552843,1065305106,1
682733-I,Adel,Burle,12/1/1970,Female,MINREX,B,4905072,239805,1189656415,1
068120-S,Brandon,Asipenko,2/6/1994,Male,MINSUP,C,11060325,1116071,809401504,1
783401-A,Ashly,Darnbrough,10/1/2002,Female,MINREX,B,1430476,1526360,350171928,1
287528-D,Ailee,Chate,3/7/1971,Female,MINFI,B,11204321,1127389,1692097838,1
998709-L,Padriac,Row,12/26/1997,Male,MINEDUB,D,12795427,2503731,1355670200,1
371339-W,Kessia,Clawe,6/19/1974,Polygender,MINSUP,A,10927010,578034,233507173,1
208122-S,Hermione,Cheesman,10/12/1992,Female,MINFI,B,6071865,320054,47955582,1
960383-I,Virgil,Pilsbury,2/11/1987,Male,MINEDUB,A,4682288,989009,691731514,1
068733-M,Igor,Russi,10/27/1987,Male,MINREX,B,13143415,962664,1237247520,1
895857-X,Donall,Bywaters,5/22/1971,Male,MINFI,D,9888711,1752071,785865003,1
599559-A,Patience,Kelwaybamber,8/19/1976,Female,MINCOM,C,2251671,157979,493458424,1
393407-P,Desi,Fawbert,9/18/1993,Male,MINEDUB,D,1505116,126595,1000875721,1
023315-J,Warner,Weston,7/26/1998,Genderqueer,MINSEC,B,2397819,201255,87765261,1
294885-H,Ingeberg,Kennsley,2/6/1992,Female,MINFI,C,5069674,297669,138891925,1
083269-X,Bruis,McCome,1/4/2002,Male,MINREX,A,1321930,2402956,1696332475,1
519546-T,Jere,Satford,7/10/1970,Male,MINREX,D,1928019,2082531,1428616624,1
787987-T,Colet,Kingham,1/7/1979,Male,MINFI,A,14028383,2528271,70458338,1
960418-I,Romonda,Berresford,10/30/1991,Female,MINEDUB,C,13914599,1894858,763187433,1
165220-J,Reagen,Pauluzzi,5/6/1986,Male,MINEDUB,D,9402376,1010509,679156045,1
274672-Q,Jerome,Singleton,8/3/1979,Bigender,MINCOM,D,11088049,688774,1470934945,1
007314-P,Lynn,Coleman,6/14/1972,Female,MINCOM,D,3919999,2139823,231414302,1
472188-U,Glenine,Burthom,12/4/1980,Female,MINEDUB,B,2430414,2368246,929686957,1
988818-L,Jere,Dailey,1/21/2001,Polygender,MINCOM,C,3350582,1579264,304980545,1
311264-Z,Fay,Wankling,1/9/1997,Female,MINSUP,B,1563766,888302,745493098,1
654037-O,Katusha,Huntingford,3/13/1987,Female,MINCOM,D,9897598,1130007,156835857,1
182866-U,Ram,Valder,10/5/1979,Male,MINEDUB,D,2824567,1764954,457888054,1
650242-A,Kalindi,Rollings,8/8/2002,Female,MINEDUB,B,9755436,2522702,1695971371,1
806824-W,Ericka,Domniney,5/13/2002,Female,MINCOM,B,11889076,1164833,1735913808,1
876454-R,Dimitry,Palethorpe,3/29/1982,Male,MINFI,D,10935292,1044135,268583944,1
136744-H,Valaree,Pretorius,5/5/1977,Female,MINREX,D,6071592,1089535,837879306,1
429110-Y,Cesar,Maskrey,5/8/1997,Male,MINREX,C,13500638,1270801,967683075,1
416552-U,Leora,Rosenstein,1/8/1981,Female,MINSEC,B,13770227,1981821,810512735,1
142548-F,Kittie,Badby,8/1/1974,Female,MINSUP,B,14740886,1678059,520149938,1
125748-O,Sarine,Cheesley,4/6/1985,Bigender,MINSEC,B,6109245,1273917,911021645,1
023680-M,Alfons,Duckerin,9/10/2002,Genderfluid,MINSEC,B,2466490,198315,1386078874,1
986117-S,Betsy,Bebbington,3/2/1971,Female,MINSUP,C,10113268,237431,1880379163,1
643804-T,Devlen,Zamboniari,12/22/1971,Male,MINSEC,D,9597254,1151853,52891390,1
436080-Z,Natka,Friberg,2/16/1985,Non-binary,MINSUP,C,13134871,610106,1225591429,1
718045-D,Henka,Ceeley,8/10/1976,Female,MINEDUB,D,9773594,926749,552405678,1
327624-N,Myrah,Larret,10/5/1971,Female,MINCOM,A,689143,2066166,260496802,1
107866-K,Emlen,Arnaud,11/2/1972,Genderqueer,MINREX,A,6429224,1993572,1626512021,1
342924-Z,Zarla,Nairn,12/22/1987,Female,MINCOM,B,10702195,1424854,213103614,1
598874-I,Garrick,Tomankowski,12/20/2001,Male,MINREX,C,4186537,2085151,1069366180,1
676368-I,Paulie,Neaverson,7/29/1986,Female,MINSEC,D,8252837,1471092,1680683916,1
244643-B,Karly,Britto,8/1/1972,Female,MINFI,A,13509048,191417,262629995,1
014576-V,Torin,Turbat,2/25/1971,Male,MINEDUB,A,12066859,1808842,1864521423,1
282970-O,Florida,Gudger,6/20/1998,Female,MINREX,C,13879755,1672971,595049409,1
538758-I,Rubie,Oseman,4/29/1973,Female,MINSEC,B,11317687,466381,62684092,1
612206-I,Charley,Stapforth,3/14/1991,Male,MINFI,B,174528,1321458,95211207,1
280250-Z,Kerrin,Girardi,6/29/1981,Female,MINSUP,A,2221616,661918,1893187133,1
407456-R,Celinka,Hince,5/24/2000,Female,MINEDUB,B,4364126,1579003,362227995,1
813066-T,Birdie,Manktelow,6/26/1971,Female,MINSUP,B,14732303,1882063,1411780788,1
601241-C,Malena,Billingham,4/22/1985,Female,MINSEC,B,8662944,815722,1770769470,1
677108-J,Eleen,Avrahamy,11/21/1983,Non-binary,MINFI,A,7292071,1757549,800179310,1
323185-E,Adoree,Melchior,6/7/1986,Female,MINSUP,A,3491180,634697,387062488,1
038543-M,Dehlia,Donaghie,9/14/1997,Female,MINSEC,B,14248061,426496,744639149,1
125858-W,Em,Bamell,3/29/1985,Male,MINSEC,D,10631983,2435315,1752728111,1
801604-X,Yule,Kennon,11/8/1970,Male,MINCOM,A,7659943,2225984,703847982,1
798204-Q,James,Jeffray,8/1/1978,Male,MINREX,C,4079432,1987796,511377635,1
989623-T,Dosi,Yatman,2/23/1995,Female,MINSUP,D,5091094,355936,673831376,1
449144-Y,Rolfe,Shenfisch,2/15/1976,Male,MINSUP,D,15246652,1790000,1870361701,1
893666-X,Germana,Oultram,7/26/1978,Female,MINSEC,B,1379202,1317812,1141962308,1
181080-P,Keelby,covino,1/29/2000,Male,MINSEC,C,10410160,2260208,983207667,1
987791-Q,Luelle,Clubley,4/25/1991,Female,MINEDUB,A,2266360,2063736,768270942,1
959767-I,Flynn,McMaster,6/30/1998,Male,MINCOM,D,12906478,1275666,1235173449,1
706792-N,Mannie,Leming,12/21/1971,Bigender,MINSEC,A,8324159,1038476,286099186,1
759158-G,Ardisj,Danilishin,4/11/1996,Genderfluid,MINFI,A,875966,1830618,869557711,1
885555-X,Mary,McHardy,10/2/1992,Female,MINSEC,B,15256382,253243,1619772428,1
220477-H,Othilia,Brister,1/2/1989,Female,MINREX,B,56478,662510,186054176,1
452070-S,Fabiano,Reinbach,2/4/1972,Male,MINSUP,C,3593812,2304200,921742912,1
515237-Z,Humfrey,Cantrill,8/6/1990,Male,MINREX,B,7683482,282364,1707359901,1
376213-H,Myrvyn,McArt,11/15/2000,Male,MINSUP,A,7935825,1035554,390689702,1
869270-I,Wilmar,Choat,8/1/1985,Male,MINCOM,C,4596068,1237326,781708940,1
117311-C,Shaine,Ingram,5/20/1990,Female,MINSUP,A,3955002,2070337,273598318,1
165029-O,Hunter,Wessing,8/7/2000,Male,MINFI,C,14291846,919931,863234013,1
882782-I,Dot,Jakoubek,8/29/1970,Female,MINSEC,B,8645323,1738128,438611948,1
633358-R,Marion,Priel,3/24/1971,Female,MINSUP,B,11357575,540999,797321800,1
782383-J,Arny,Eddowes,2/8/1995,Agender,MINREX,A,1191163,150612,385095138,1
752645-F,Jabez,Tenman,5/6/1990,Male,MINSEC,D,10304012,758719,1633113831,1
825218-X,Elladine,Millmore,10/23/1976,Bigender,MINEDUB,B,9758411,1136471,1503816479,1
961639-X,Evania,Nineham,6/21/1997,Genderfluid,MINSEC,D,104084,1826212,1386116737,1
121114-S,Deina,Brikner,3/25/1989,Female,MINREX,A,6685458,2587947,1392407483,1
767853-I,Shurwood,Tabard,6/24/1985,Male,MINCOM,D,10766442,2005816,964661844,1
172938-Q,Jacqui,Eger,7/5/1988,Female,MINEDUB,D,11306857,172204,360168515,1
636318-U,Donella,Crabtree,9/17/1982,Female,MINCOM,C,1888746,2401025,584595007,1
396012-B,Carolann,Parchment,5/27/1993,Female,MINSEC,A,33183,2017866,1031881667,1
676577-N,Laurel,Ricketts,8/7/2001,Female,MINSUP,A,7596406,2464459,1057243422,1
971682-Z,Kellyann,Neighbour,7/29/1996,Female,MINREX,B,14910321,762472,766668933,1
271839-L,Francisco,Grindlay,8/9/2002,Male,MINEDUB,B,5126765,906397,289529195,1
949222-J,Else,Kingh,7/26/1992,Female,MINREX,B,6345407,1306443,386886512,1
256492-V,Adorne,Stait,2/13/1987,Female,MINSUP,B,880526,1966932,1867461172,1
316369-U,Oswald,Deveraux,8/3/2000,Male,MINFI,B,6419031,1926347,1129379813,1
895054-O,Leon,Piper,4/5/1979,Male,MINREX,C,4309469,2453909,1485453480,1
697754-F,Gaby,Lacheze,6/26/1982,Male,MINSUP,B,1241791,1619952,1846948854,1
581000-V,Hans,Davitti,10/3/1990,Male,MINCOM,C,574860,2342492,788231095,1
758955-F,Esta,Atley,12/8/1983,Female,MINEDUB,D,5800674,1165087,1459606809,1
558156-A,Emeline,Allot,5/27/1986,Female,MINSUP,B,14839524,160309,928423457,1
742881-P,Nat,Wards,4/22/1976,Male,MINEDUB,C,1764184,2541139,231651297,1
408261-Y,Palmer,Manifield,7/19/1974,Male,MINFI,C,3752387,1592022,698884773,1
549691-A,Isadore,Birchall,8/18/1985,Male,MINFI,D,2016224,2315979,495835724,1
532216-B,Klement,Heistermann,8/20/1978,Male,MINEDUB,B,5842209,481825,833013244,1
276300-B,Annabell,Trusdale,3/3/1994,Female,MINCOM,C,6397786,1803318,788222118,1
506459-P,Aldis,Dahlback,7/24/1976,Male,MINSUP,C,952110,943671,785421624,1
155072-C,Aura,Balharrie,8/24/1995,Female,MINEDUB,B,11511098,146413,1466975060,1
768858-D,Antoinette,Bygrove,12/27/1981,Female,MINFI,C,15130369,1840799,1052753004,1
055084-O,Alric,Dayce,4/15/1973,Male,MINREX,D,13993502,2271460,225298230,1
076440-A,Ozzy,Haughan,9/26/1991,Male,MINEDUB,D,9560741,2259670,48590958,1
402794-T,Marget,Rhymes,8/31/1974,Agender,MINFI,D,10255314,1786001,23126114,1
937123-Y,Phillip,Birt,6/27/2001,Male,MINREX,D,1679458,2099558,1541633873,1
484125-X,Marge,Spondley,3/11/1987,Genderfluid,MINEDUB,A,7009048,104348,1420828915,1
238824-L,Frazer,Gildersleeve,3/5/1987,Male,MINSUP,A,2806280,695696,1161732812,1
050356-L,Hilary,Yorston,6/11/1988,Male,MINFI,C,15808491,637878,1144088319,1
489049-O,Burke,Ronald,9/4/1988,Male,MINREX,A,4588563,1318039,1706692802,1
505034-G,Hamilton,Cressey,6/20/1984,Male,MINFI,A,14011837,286784,285263431,1
825861-U,Dulcie,Duhig,2/6/2000,Female,MINSUP,B,7365832,1241906,977057361,1
731745-G,Beatrice,Farraway,8/6/1975,Female,MINFI,B,11967656,1095768,332031384,1
167501-C,Hobart,Kingston,2/28/1977,Male,MINREX,A,3741862,270662,574900055,1
227188-U,Tarra,Whifen,4/5/1991,Female,MINFI,D,9398275,633914,329474418,1
231690-O,Adora,Stephens,4/28/1987,Female,MINFI,B,702232,574872,1180866336,1
428909-K,Gianna,Molloy,4/10/1983,Female,MINCOM,C,1350283,1861880,1206020980,1
298590-G,Augusto,Bayfield,1/18/1978,Male,MINSEC,A,6583761,1674027,833748105,1
409944-H,Corella,McEntegart,1/5/1988,Female,MINSUP,B,11801471,1596228,971187376,1
816946-M,Carlota,Featherbie,10/9/1990,Female,MINREX,C,10184697,32794,1130405114,1
272414-H,Aretha,Boerderman,10/8/1988,Female,MINSEC,C,11948986,2408180,910082679,1
420925-V,Marius,Chasles,4/26/2000,Male,MINFI,D,13774848,1858084,1692635054,1
241530-G,Garrott,Cowles,2/22/1996,Male,MINSUP,A,2056112,280755,667761225,1
941033-Z,Prinz,Bucknall,12/13/1994,Male,MINSUP,D,7499675,2349820,638430792,1
450652-N,Murray,Calleja,8/7/1975,Male,MINREX,D,5870714,2280078,95259851,1
441899-P,Dene,Olin,11/13/1970,Male,MINREX,D,8479120,2312818,1194924207,1
920051-X,Roddy,Merryman,8/1/1984,Male,MINREX,C,13721147,2116077,1316578526,1
584855-H,Olympia,Eatttok,11/5/1979,Female,MINSEC,C,436390,2545336,1507047429,1
150661-P,Heath,Lalley,7/26/1977,Male,MINSUP,A,15260912,1997660,1663936450,1
394810-O,Florian,Suddards,4/27/1975,Male,MINFI,D,1865825,1773522,530010485,1
518619-R,Flossy,Nazaret,1/13/1986,Genderqueer,MINEDUB,D,14582183,2191633,253830055,1
948354-S,Ado,Russan,10/28/1984,Male,MINREX,D,3558975,1351338,462669026,1
491952-U,Mae,Pickerell,8/22/1999,Female,MINCOM,D,10552592,254825,1224363371,1
937094-S,Kakalina,Himpson,4/8/1996,Female,MINREX,C,5389625,655035,1296460432,1
297215-L,Michale,Headrick,11/11/1997,Male,MINREX,B,6515142,783061,469627139,1
185448-J,Andrea,Godden,10/18/1997,Female,MINFI,C,15067036,1870434,161150199,1
086934-N,Sacha,Etridge,2/14/1984,Female,MINCOM,D,15633855,698662,484923926,1
345630-D,Wes,Drinkale,12/14/1978,Male,MINREX,B,5352140,1743384,16744752,1
854637-H,Juliet,Klosges,11/16/1973,Female,MINCOM,A,1037426,1477749,758676754,1
362055-V,Josiah,Jasper,4/26/1978,Male,MINEDUB,C,2387058,663554,23511238,1
235235-J,Loy,Mathiassen,6/15/1972,Male,MINFI,B,14056027,530296,738599683,1
747195-O,Neron,Wahncke,2/21/1973,Male,MINEDUB,A,9577045,1837642,513721004,1
880711-G,Nettie,Sadler,11/21/1991,Female,MINSEC,B,5887121,1337851,179823426,1
207170-I,Nadia,Leworthy,9/13/1981,Female,MINSEC,B,6118036,1592300,1866969079,1
197268-M,Adams,Wickmann,11/28/1980,Male,MINEDUB,D,7162774,2091139,659330241,1
154515-M,Miriam,Ghilardini,4/25/1997,Female,MINREX,C,10764722,1925508,1468955148,1
877841-M,Lewes,Tomet,6/6/1988,Male,MINEDUB,D,13437081,1758722,1266861314,1
411326-X,Kellyann,Skerritt,9/9/1996,Female,MINEDUB,C,8818406,670708,1381172144,1
258620-Q,Mikkel,Schuricke,11/3/1999,Male,MINSUP,C,1599284,1067131,1873293815,1
913545-L,Kipp,Bensen,12/7/1988,Male,MINCOM,A,11680609,1272459,534482722,1
223170-D,Alejandrina,Gillopp,6/26/1979,Female,MINEDUB,D,14674890,1106735,248444894,1
452750-M,Lane,Darycott,1/25/1999,Male,MINCOM,A,2108367,23432,659854848,1
662866-T,Ilaire,Craighead,8/31/1994,Male,MINSEC,D,13849579,1485234,1158023190,1
267286-V,Penelopa,Perel,10/19/1973,Female,MINSUP,D,5070190,1182822,1221944800,1
217462-O,Gizela,Stillman,12/24/1988,Female,MINFI,D,9071163,455525,1527256080,1
020068-Q,Raddy,Geekie,6/5/2000,Male,MINFI,C,468883,717141,648334449,1
283120-N,Bettine,Chasemore,5/12/1973,Genderfluid,MINCOM,B,11143684,2310127,1450838738,1
870666-Y,Dwayne,Clutterbuck,10/26/1999,Male,MINREX,A,6130912,150045,1860644084,1
043115-R,Mitchell,Oldmeadow,1/15/1972,Male,MINREX,C,11359216,488982,757651930,1
691920-A,Eunice,Reiners,2/4/1986,Female,MINCOM,D,11051650,1498800,1052383522,1
790080-V,Dulcie,Place,4/18/1997,Female,MINSUP,B,10390751,1146867,773194368,1
849983-Q,Frazer,Whitely,7/15/1999,Male,MINSUP,B,5613871,1576507,1661820537,1
163295-E,Lenore,Dollard,2/15/1976,Female,MINREX,C,6645844,2296561,162151537,1
381911-L,Clea,Hurd,4/6/1993,Female,MINSUP,C,3003209,549427,476886458,1
989927-W,Willi,Iapico,12/10/1988,Male,MINFI,B,6620019,1031159,1272499366,1
891436-J,Ethelbert,Smoote,1/19/1975,Male,MINREX,C,87377,1187519,1640752314,1
225421-Y,Kendrick,Iskowitz,7/5/1971,Male,MINSUP,A,9142824,2356232,1499472637,1
539045-E,Alfi,Hackin,7/6/1999,Bigender,MINCOM,B,14951125,1096029,755109415,1
404730-H,Estelle,Staveley,10/8/1989,Female,MINSUP,C,2610547,1722350,861231302,1
805121-Q,Fayette,Jerson,4/27/1989,Female,MINSEC,C,4189108,1399118,175218666,1
374654-H,Brandais,Sigart,12/26/1996,Female,MINEDUB,D,12315394,964471,336488565,1
350376-T,Bryanty,Klugman,9/17/2001,Male,MINREX,D,4874545,300709,1622300515,1
859996-S,Essie,Sandever,6/1/1982,Polygender,MINEDUB,C,3454486,1026960,1046327354,1
867136-J,Petey,Arnholdt,9/25/1986,Male,MINFI,A,13747029,696553,505907155,1
423043-Z,Herculie,Topes,7/3/1978,Male,MINSUP,C,13648192,2425986,489469096,1
628190-T,Yul,Hallad,7/30/1976,Male,MINSUP,D,11879566,1696976,260839467,1
339741-G,Emogene,Colliar,4/14/1983,Female,MINFI,A,4078356,293618,1599103627,1
369125-A,Hephzibah,Humbee,6/28/1978,Female,MINFI,A,7437493,1574785,181358082,1
304389-B,Henry,Gheraldi,4/14/1978,Male,MINREX,B,7441794,2584901,1162690140,1
885244-F,Kimball,Cleaver,8/23/1978,Male,MINREX,C,544751,536853,1821398490,1
324829-H,Phaidra,Keary,8/17/1974,Non-binary,MINREX,B,2154018,2041683,1704834970,1
434985-X,Natalya,Boteman,10/20/1981,Female,MINSEC,C,4000326,1188509,1495935119,1
